post_id,text,timestamp,user_id,username,hashtags,mentions,likes,replies,retweets,followers_count,following_count,bio,location,language,account_created_at,reply_to_user,mentioned_user,retweeted_user,quoted_user,ground_truth_label,dataset_split
tw_t593564272917024768,@deray Thank you.,,u_u678033,heathr,,@deray,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593556802517671936,RT @iamsakuma: Hundreds of people are in Union Square about to march uptown via 6th Avenue #blacklivesmatter http://t.co/r3x5wzEm8J,,u_u678033,heathr,#blacklivesmatter,@iamsakuma,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593538473732087808,"""Sexy. But crazy."" I play with makeup for the first time.  #girlyoudontneedmakeup @amyschumer https://t.co/TF59QK1dmY",,u_u678033,heathr,#girlyoudontneedmakeup,@amyschumer,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593538345298440193,"""Sexy. But crazy."" I play with makeup for the first time. From the early vlogging days. #girlyoudontneedmakeup... http://t.co/zOypKmH5X0",,u_u678033,heathr,#girlyoudontneedmakeup,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593538277749202944,"""Sexy. But crazy.""  I play with makeup for the first time. From the early vlogging days. #girlyoudontneedmakeup... http://t.co/3GEVM4MuSr",,u_u678033,heathr,#girlyoudontneedmakeup,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593505172678053888,@leadership_tech When will OTHS stop with the sound system in the front plaza that is disturbing the neighborhood?,,u_u678033,heathr,,@leadership_tech,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593503983022440450,"Infuriating to have the Oakland PD tell me they won't have the authority to do anything. If I did the same thing the school is, they would",,u_u678033,heathr,,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593503379332009986,The best part of heading to Toronto for a month will be not having to hear this school system. My councilmember @dankalb has ignored this.,,u_u678033,heathr,,@dankalb,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593503217167663105,Oakland Tech is once again got the stadium level audio going for the giant crowd of 6 ppl in front of the skul. Ignoring the neighborhood.,,u_u678033,heathr,,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593468542932131841,The Seinfeld series is going to be on Huluhttp://t.co/YMq9svLI9S#fb,,u_u678033,heathr,#fb,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593468060364894210,"@TWiBnation is grassroots media covering, on the ground, Baltimore, Ferguson and all the #BlackLivesMatter movement .",,u_u678033,heathr,#BlackLivesMatter,@TWiBnation,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593467561578262528,@kevinroose This got funded during this first Net boom too. I took a gander at the iSmell for the NPR Circuits show https://t.co/gPmlFysl7X,,u_u678033,heathr,,@kevinroose,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593466926359257088,RT @waxpancake: 17 police reform bills went up before Maryland legislators last month. Police lobbyists helped kill all but three. http://t…,,u_u678033,heathr,,@waxpancake,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593466827134607360,RT @camerontw: fingers crossed - we need good news RT @pkedrosky Ben Horowitz (Lyft investor) says Uber is losing “on order of a billion do…,,u_u678033,heathr,,@pkedrosky;@camerontw,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593300904037646336,How did your grandparents meet? Mine involved a guy named Mooch Gluskin. #howIgothere#fb,,u_u678033,heathr,#howIgothere;#fb,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593265083477692416,RT @nationalpost: Surgery no longer required for trans Canadians to change gender on citizenship certificates http://t.co/PS4IsIjBsL http:/…,,u_u678033,heathr,,@nationalpost,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593251952642818049,"RT @ozchrisrock: The media isn't gonna show it, but I will. Here's a pic of Baltimore citizen's lining up to protect the police. http://t.c…",,u_u678033,heathr,,@ozchrisrock,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593243515729018881,"RT @voxdotcom: In Freddie Gray's Baltimore neighborhood, half of the residents don't have jobs: http://t.co/BQpAghMGqV http://t.co/VMnJdVr1…",,u_u678033,heathr,,@voxdotcom,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593230034011172864,@studiomondeo are you sticking with @mailbox or have you switched? which phone is it weirding out on for you?,,u_u678033,heathr,,@studiomondeo;@mailbox,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593212271578382336,"RT @anildash: Right now, you can directly help a family in Baltimore pay their water bill: https://t.co/R3AhCLW7qy I don't ask this often, …",,u_u678033,heathr,,@anildash,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593208585741471744,MT@xeni All you need to know abt why there r there riots in Baltimore is in these charts. http://t.co/2xdobenYtf http://t.co/EeoXqLGJ2E #fb,,u_u678033,heathr,#fb,@xeni,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593200649690427392,RT @wkamaubell: Los Angeles! Wanna a sneak peak at my new TV show United Shades of America? Come to a free taping this Thurs. &amp; Fri. http:/…,,u_u678033,heathr,,@wkamaubell,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593200417741213696,"Joni Mitchell, Joni Mitchell, Joni Mitchell.",,u_u678033,heathr,,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593199619305123840,The bowling alley and the Japanese toilet seats didn't surprise me at Google today. The wait in the women's bathroom did.,,u_u678033,heathr,,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593144016218099712,"RT @saraschaefer1: Great convo. ""How do we balance the responsibility to speak up with the responsibility to shut up?"" http://t.co/qObW6uTX…",,u_u678033,heathr,,@saraschaefer1,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593142453059887104,This guy managed to effortlessly upstage the ejector seat.   Did a little creatively inspirational… https://t.co/lCtOvC7Tek,,u_u678033,heathr,,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593139078519914496,RT @JoshACLU: This is not the question of someone who is going to rule against marriage equality http://t.co/sTakTJVgSG,,u_u678033,heathr,,@JoshACLU,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593138565363564544,@EllenPapadakis on a completely separate note,,u_u678033,heathr,,@EllenPapadakis,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593138502956503040,@EllenPapadakis hey what was that civ pro Oregon bakery case?,,u_u678033,heathr,,@EllenPapadakis,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593120927778353152,@EllenPapadakis best thing in the world would be to get EPC I think. You?,,u_u678033,heathr,,@EllenPapadakis,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593120742545297408,@EllenPapadakis provided you can claim a legit public policy exception. But I thought a state having whatever it wants was enough,,u_u678033,heathr,,@EllenPapadakis,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593120516195487744,"@EllenPapadakis my ancient recollection (provided, of course nothing has hanged) is that there is always an out really to FFand C",,u_u678033,heathr,,@EllenPapadakis,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593120160480788480,@EllenPapadakis was just giving a talk so haven't been able to listen / read. Have they mentioned Facts of Life?,,u_u678033,heathr,,@EllenPapadakis,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t593060969162506240,@bookmeister @studiomondeo nope. Thanks for giving it a shot,,u_u678033,heathr,,@studiomondeo;@bookmeister,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592907960738816000,Finding that @mailbox is either crashing or hanging. Is this happening for you?,,u_u678033,heathr,,@mailbox,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592837645820108801,@JShahryar EXCEPT for my desire to design a game called Cocktail Party when I worked at Bill Gross' first CD-ROM start up.,,u_u678033,heathr,,@JShahryar,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592837542527000576,@JShahryar the only game I really enjoyed after that one much was Galaga. Once they added two buttons to a game I just forgot the genre.,,u_u678033,heathr,,@JShahryar,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592837374440284160,@scottjohnson did you keep em?,,u_u678033,heathr,,@scottjohnson,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592837284556308480,Can Joan Rivers get the Mark Twain award posthumously? For next year #TwainforJoan#fb,,u_u678033,heathr,#TwainforJoan;#fb,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592833754969841665,The last video game I was good at: http://t.co/tla2MOGccF,,u_u678033,heathr,,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592833696299937793,The last video game I was good at: http://t.co/qCkMHLRFky,,u_u678033,heathr,,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592833243885543424,The last video game I was any good at:http://t.co/oN60Ls9J5I,,u_u678033,heathr,,,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592833025592958976,"@Sharkyl Aw, every nerd knows the social cue miss.  That used to be the tech biz. Btw Bandagon looks v cool!",,u_u678033,heathr,,@Sharkyl,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592829761715621889,@Sharkyl Seemed like maybe that was it. Was nice and shook my hand before he went. Ironically he's from Niagara Falls NY!,,u_u678033,heathr,,@Sharkyl,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592829506102104064,"ThxMT @Sharkyl   @heathr Great set on Thur, 1st time seeing you. Talking guy is actually very sweet, but has disablities. You handled great",,u_u678033,heathr,,@Sharkyl;@heathr,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592829282512150530,@Sharkyl very sad.,,u_u678033,heathr,,@Sharkyl,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592810434534711296,@lizgannes congrats!,,u_u678033,heathr,,@lizgannes,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592773515687940097,"@kenyatta @jah Justin, this show is great and it made me miss both of you and more of this conversation. Great making inspiration.",,u_u678033,heathr,,@kenyatta;@jah,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592773296023822338,"@dearsarah with the ""already successful"" hero we're making some strides. With the upstart or ""every woman as every person"" a bit to go.",,u_u678033,heathr,,@dearsarah,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592773083947212800,@dearsarah Yup! Reminds me of the Streep quotes from WITW about the core challenge being how to get men to identify with women protagonists.,,u_u678033,heathr,,@dearsarah,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
tw_t592770605340094464,"RT @dearsarah: @heathr similarly, though the majority of Twitter's BOD didn't graduate college, only Hillary Clinton was initially consider…",,u_u678033,heathr,,@dearsarah;@heathr,0,0,0,7065,1822,Comic. Writer. Speaker. My heart is hardwired to my brain.   Instagram: @heathr   Podcast: http://t.co/l470r0IcVc   Began: #loveislove,OAK,en,Mon Jan 22 01:57:38 +0000 2007,,,,,human,train
